Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ALE,Allete Inc.,United States,,201245,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,United States,2019,343292,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,,182124,Real Estate,Real Estate Investment Trusts
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,United States,2024,11724,,
ALFUU,Centurion Acquisition Corp. Unit,United States,2024,1393,,
ALFUW,Centurion Acquisition Corp. Warrant,United States,2024,3988,Finance,Blank Checks
ALG,Alamo Group Inc. Common Stock,United States,,62952,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,United States,2020,2021818,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,United States,2001,673079,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,United States,2020,128999,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,United States,2006,325814,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,United States,2021,1089272,Health Care,Medical Specialities
ALIT,Alight Inc. Class A Common Stock,United States,2021,5200759,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,United States,,3211947,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Ireland,1991,1846208,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,United States,2021,245765,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,United States,,1339683,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,30893,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,75256,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,30133,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,United States,,34398,,
ALLE,Allegion plc Ordinary Shares,United States,2013,442658,Consumer Discretionary,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,United States,2018,369400,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,United States,2018,1168877,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,United States,,219998,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Israel,2006,29358,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,United States,2014,3554072,Finance,Major Banks
ALMS,Alumis Inc. Common Stock,United States,2024,346188,Health Care,Biotechnology: Pharmaceutical Preparations
ALNT,Allient Inc. Common Stock,United States,,111405,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,2004,489551,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,United States,1983,23588,Technology,Computer peripheral equipment
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,United States,,34013,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,United States,2015,251350,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,2017,67522,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,United States,2019,22979,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,United States,2022,251,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,United States,2022,946,Finance,Blank Checks
ALSAU,Alpha Star Acquisition Corporation Units,United States,2021,800,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012,501253,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,United States,,2230375,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,2019,213616,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),United States,,2750,,
ALTI,AlTi Global Inc. Class A Common Stock,United States,2021,164516,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,United States,2024,13600691,Industrials,Major Chemicals
ALTO,Alto Ingredients Inc. Common Stock,United States,,274555,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,United States,2017,321061,Technology,Computer Software: Prepackaged Software
ALTS,ALT5 Sigma Corporation Common Stock,United States,,217519,Consumer Discretionary,Home Furnishings
ALUR,Allurion Technologies Inc. Common Stock,United States,,100001,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,,1102894,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Luxembourg,,66399,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,,700,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,United States,2020,148976,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,United States,,13369,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,2020,537586,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,United States,2021,180501,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,United States,2017,2803687,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,2018,117949,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,United States,1972,4846852,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,2012,421806,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,,494465,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,,,1305,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),China,,2684,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,1070554,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,2013,11791675,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,2019,6693093,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,,3264560,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,,27481567,Technology,Semiconductors
AME,AMETEK Inc.,United States,,1408886,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,,407412,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,United States,,215633,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,1983,2100105,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,2013,2135753,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,8557,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,8493,,
AMIX,Autonomix Medical Inc. Common Stock,United States,2024,73852,Health Care,Medical/Dental Instruments
AMKR,Amkor Technology Inc. Common Stock,United States,1998,1688262,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,Canada,,591685,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,2022,1283293,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,United States,,865747,Consumer Discretionary,Professional Services
AMP,Ameriprise Financial Inc. Common Stock,United States,,262839,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,United States,,32137,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,United States,,53,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,2014,256431,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,,342177,Technology,Computer Software: Prepackaged Software
AMPS,Altus Power Inc. Class A Common Stock,United States,2021,755212,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,United States,2022,2903509,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,2016,241631,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018,300212,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010,421021,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,,265498,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,,607771,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,United States,,982143,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,United States,1988,10604,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,1991,1683350,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,2005,91447,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,2020,22870,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,,171570,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,,1616081,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,,55867,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,,166853,Finance,Finance: Consumer Services
AMTX,Aemetis Inc. (DE) Common Stock,United States,,520377,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,1986,186560,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,2020,95149,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,2023,1700085,Telecommunications,Telecommunications Equipment
AMZN,Amazon.com Inc. Common Stock,United States,1997,43113476,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,,451909,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,United States,2017,233535,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,,172616,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,2021,21530,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,United States,2014,1502299,Telecommunications,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,1045213,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,United States,,14203,,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,111724,,
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,,9399,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,United States,,470733,Consumer Discretionary,Advertising
ANGO,AngioDynamics Inc. Common Stock,United States,2004,233168,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,,54455,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,,150354,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,United States,,33841,Health Care,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Cayman Islands,2023,8480,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,United States,2020,2107815,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,,2024,345452,Health Care,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,United States,2024,36379,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,United States,2024,5000,,
ANSS,ANSYS Inc. Common Stock,United States,1996,323725,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,2007,39433,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,2022,360449,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,2020,98950,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,,230951,Finance,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,2007,257758,Finance,Investment Managers
